TYPEID,TIME,ACTIVITYID
20604,2700,1
20604,945,3
20604,945,4
20604,2160,5
20606,1800,1
20606,630,3
20606,630,4
20606,1440,5
20608,1800,1
20608,630,3
20608,630,4
20608,1440,5
20610,1800,1
20610,630,3
20610,630,4
20610,1440,5
20612,1800,1
20612,630,3
20612,630,4
20612,1440,5
20614,1800,1
20614,630,3
20614,630,4
20614,1440,5
20618,900,1
20618,315,3
20618,315,4
20618,720,5
20620,900,1
20620,315,3
20620,315,4
20620,720,5
20622,1800,1
20622,630,3
20622,630,4
20622,1440,5
20624,2700,1
20624,945,3
20624,945,4
20624,2160,5
20626,900,1
20626,315,3
20626,315,4
20626,720,5
20628,1800,1
20628,630,3
20628,630,4
20628,1440,5
20630,900,1
20630,315,3
20630,315,4
20630,720,5
20632,1800,1
20632,630,3
20632,630,4
20632,1440,5
20634,1800,1
20634,630,3
20634,630,4
20634,1440,5
20636,1800,1
20636,630,3
20636,630,4
20636,1440,5
20638,1800,1
20638,630,3
20638,630,4
20638,1440,5
20640,1800,1
20640,630,3
20640,630,4
20640,1440,5
20642,1800,1
20642,630,3
20642,630,4
20642,1440,5
20702,36000,1
20702,12600,3
20702,12600,4
20702,28800,5
20704,36000,1
20704,12600,3
20704,12600,4
20704,28800,5
21010,16000,1
21010,6300,3
21010,6300,4
21010,12800,5
21012,16000,1
21012,6300,3
21012,6300,4
21012,12800,5
21014,16000,1
21014,6300,3
21014,6300,4
21014,12800,5
21018,16000,1
21018,6300,3
21018,6300,4
21018,12800,5
21020,16000,1
21020,6300,3
21020,6300,4
21020,12800,5
21022,16000,1
21022,6300,3
21022,6300,4
21022,12800,5
21024,16000,1
21024,6300,3
21024,6300,4
21024,12800,5
21026,16000,1
21026,6300,3
21026,6300,4
21026,12800,5
21028,16000,1
21028,6300,3
21028,6300,4
21028,12800,5
21030,16000,1
21030,6300,3
21030,6300,4
21030,12800,5
21036,16000,1
21036,6300,3
21036,6300,4
21036,12800,5
21038,16000,1
21038,6300,3
21038,6300,4
21038,12800,5
21040,16000,1
21040,6300,3
21040,6300,4
21040,12800,5
21042,16000,1
21042,6300,3
21042,6300,4
21042,12800,5
21055,1800,1
21055,105,3
21055,105,4
21055,1440,5
21095,300,1
21095,105,3
21095,105,4
21095,240,5
21098,6000,1
21098,2100,3
21098,2100,4
21098,4800,5
21335,300,1
21335,105,3
21335,105,4
21335,240,5
21471,900,1
21471,315,3
21471,315,4
21471,720,5
21473,1800,1
21473,630,3
21473,630,4
21473,1440,5
21475,2700,1
21475,945,3
21475,945,4
21475,2160,5
21477,900,1
21477,315,3
21477,315,4
21477,720,5
21479,1800,1
21479,630,3
21479,630,4
21479,1440,5
21481,2700,1
21481,945,3
21481,945,4
21481,2160,5
21483,900,1
21483,315,3
21483,315,4
21483,720,5
21485,900,1
21485,315,3
21485,315,4
21485,720,5
21487,900,1
21487,315,3
21487,315,4
21487,720,5
21489,900,1
21489,315,3
21489,315,4
21489,720,5
21492,900,1
21492,315,3
21492,315,4
21492,720,5
21494,900,1
21494,315,3
21494,315,4
21494,720,5
21497,900,1
21497,315,3
21497,315,4
21497,720,5
21499,900,1
21499,315,3
21499,315,4
21499,720,5
21501,900,1
21501,315,3
21501,315,4
21501,720,5
21505,900,1
21505,315,3
21505,315,4
21505,720,5
21507,1800,1
21507,630,3
21507,630,4
21507,1440,5
21509,1800,1
21509,630,3
21509,630,4
21509,1440,5
21511,1800,1
21511,630,3
21511,630,4
21511,1440,5
21513,1800,1
21513,630,3
21513,630,4
21513,1440,5
21522,900,1
21522,315,3
21522,315,4
21522,720,5
21524,900,1
21524,315,3
21524,315,4
21524,720,5
21526,900,1
21526,315,3
21526,315,4
21526,720,5
21528,900,1
21528,315,3
21528,315,4
21528,720,5
21530,900,1
21530,315,3
21530,315,4
21530,720,5
21535,900,1
21535,315,3
21535,315,4
21535,720,5
21537,1800,1
21537,630,3
21537,630,4
21537,1440,5
21539,2700,1
21539,945,3
21539,945,4
21539,2160,5
21541,1800,1
21541,630,3
21541,630,4
21541,1440,5
21543,900,1
21543,315,3
21543,315,4
21543,720,5
21546,900,1
21546,315,3
21546,315,4
21546,720,5
21548,900,1
21548,315,3
21548,315,4
21548,720,5
21550,900,1
21550,315,3
21550,315,4
21550,720,5
21552,1800,1
21552,630,3
21552,630,4
21552,1440,5
21554,1800,1
21554,630,3
21554,630,4
21554,1440,5
21556,1800,1
21556,630,3
21556,630,4
21556,1440,5
21558,2700,1
21558,945,3
21558,945,4
21558,2160,5
21560,2700,1
21560,945,3
21560,945,4
21560,2160,5
21562,2700,1
21562,945,3
21562,945,4
21562,2160,5
21604,3600,1
21604,1260,3
21604,1260,4
21604,2880,5
21629,6000,1
21629,2100,3
21629,2100,4
21629,4800,5
21639,3000,1
21639,1050,3
21639,1050,4
21639,2400,5
21641,3000,1
21641,1050,3
21641,1050,4
21641,2400,5
21854,300,1
21854,105,3
21854,105,4
21854,240,5
21856,300,1
21856,105,3
21856,105,4
21856,240,5
21858,300,1
21858,105,3
21858,105,4
21858,240,5
21868,600,1
21868,210,3
21868,210,4
21868,480,5
21868,45600,8
21943,180000,1
21943,63000,3
21943,63000,4
21943,144000,5
21944,180000,1
21944,63000,3
21944,63000,4
21944,144000,5
21945,180000,1
21945,63000,3
21945,63000,4
21945,144000,5
21946,180000,1
21946,63000,3
21946,63000,4
21946,144000,5
21948,86400,1
21948,21000,3
21948,21000,4
21948,69120,5
21950,86400,1
21950,21000,3
21950,21000,4
21950,69120,5
21952,86400,1
21952,21000,3
21952,21000,4
21952,69120,5
21954,86400,1
21954,21000,3
21954,21000,4
21954,69120,5
21956,86400,1
21956,21000,3
21956,21000,4
21956,69120,5
21958,86400,1
21958,21000,3
21958,21000,4
21958,69120,5
21960,86400,1
21960,21000,3
21960,21000,4
21960,69120,5
21962,86400,1
21962,21000,3
21962,21000,4
21962,69120,5
21964,86400,1
21964,21000,3
21964,21000,4
21964,69120,5
21966,86400,1
21966,21000,3
21966,21000,4
21966,69120,5
21968,86400,1
21968,21000,3
21968,21000,4
21968,69120,5
21970,86400,1
21970,21000,3
21970,21000,4
21970,69120,5
22176,1800,1
22176,630,3
22176,630,4
22176,1440,5
22176,30900,8
22178,1800,1
22178,630,3
22178,630,4
22178,1440,5
22178,30900,8
22230,5460,1
22230,1911,3
22230,1911,4
22230,4368,5
22292,2340,1
22292,819,3
22292,819,4
22292,1872,5
22299,1800,1
22299,630,3
22299,630,4
22299,1440,5
22299,54300,8
22300,3600,1
22300,1260,3
22300,1260,4
22300,2880,5
22300,68100,8
22301,3600,1
22301,1260,3
22301,1260,4
22301,2880,5
22301,68100,8
22302,3600,1
22302,1260,3
22302,1260,4
22302,2880,5
22303,3600,1
22303,1260,3
22303,1260,4
22303,2880,5
22303,68100,8
22304,3600,1
22304,1260,3
22304,1260,4
22304,2880,5
22304,68100,8
22305,3600,1
22305,1260,3
22305,1260,4
22305,2880,5
22305,68100,8
22306,1800,1
22306,630,3
22306,630,4
22306,1440,5
22306,54300,8
22307,1800,1
22307,630,3
22307,630,4
22307,1440,5
22307,54300,8
22308,3600,1
22308,1260,3
22308,1260,4
22308,2880,5
22308,68100,8
22309,1800,1
22309,630,3
22309,630,4
22309,1440,5
22309,54300,8
22310,3600,1
22310,1260,3
22310,1260,4
22310,2880,5
22310,68100,8
22311,3600,1
22311,1260,3
22311,1260,4
22311,2880,5
22311,68100,8
22326,1800,1
22326,630,3
22326,630,4
22326,1440,5
22328,1800,1
22328,630,3
22328,630,4
22328,1440,5
22330,1800,1
22330,630,3
22330,630,4
22330,1440,5
22332,1800,1
22332,630,3
22332,630,4
22332,1440,5
22429,360000,1
22429,126000,3
22429,126000,4
22429,288000,5
22431,360000,1
22431,126000,3
22431,126000,4
22431,288000,5
22437,360000,1
22437,126000,3
22437,126000,4
22437,288000,5
22441,360000,1
22441,126000,3
22441,126000,4
22441,288000,5
22443,300000,1
22443,105000,3
22443,105000,4
22443,240000,5
22445,300000,1
22445,105000,3
22445,105000,4
22445,240000,5
22447,300000,1
22447,105000,3
22447,105000,4
22447,240000,5
22449,300000,1
22449,105000,3
22449,105000,4
22449,240000,5
22453,180000,1
22453,63000,3
22453,63000,4
22453,144000,5
22457,180000,1
22457,63000,3
22457,63000,4
22457,144000,5
22461,180000,1
22461,63000,3
22461,63000,4
22461,144000,5
22465,180000,1
22465,63000,3
22465,63000,4
22465,144000,5
22467,300000,1
22467,105000,3
22467,105000,4
22467,240000,5
22469,300000,1
22469,105000,3
22469,105000,4
22469,240000,5
22471,300000,1
22471,105000,3
22471,105000,4
22471,240000,5
22475,300000,1
22475,105000,3
22475,105000,4
22475,240000,5
22477,2700,1
22477,945,3
22477,945,4
22477,2160,5
22543,900,1
22543,315,3
22543,315,4
22543,720,5
22543,13800,8
22545,240000,1
22545,84000,3
22545,84000,4
22545,192000,5
22547,240000,1
22547,84000,3
22547,84000,4
22547,192000,5
22549,240000,1
22549,84000,3
22549,84000,4
22549,192000,5
22554,3600,1
22554,1260,3
22554,1260,4
22554,2880,5
22554,68100,8
22556,3600,1
22556,1260,3
22556,1260,4
22556,2880,5
22556,68100,8
22558,3600,1
22558,1260,3
22558,1260,4
22558,2880,5
22558,68100,8
22573,900,1
22573,315,3
22573,315,4
22573,720,5
22577,900,1
22577,315,3
22577,315,4
22577,720,5
22577,13800,8
22766,900,1
22766,315,3
22766,315,4
22766,720,5
22766,23700,8
22779,600,1
22779,210,3
22779,210,4
22779,480,5
22781,12000,1
22781,4200,3
22781,4200,4
22781,9600,5
22783,3600,1
22783,1260,3
22783,1260,4
22783,2880,5
22853,3000000,1
22853,42000,3
22853,42000,4
22853,2400000,5
22876,900,1
22876,315,3
22876,315,4
22876,720,5
22878,900,1
22878,315,3
22878,315,4
22878,720,5
22880,900,1
22880,315,3
22880,315,4
22880,720,5
22882,900,1
22882,315,3
22882,315,4
22882,720,5
22884,900,1
22884,315,3
22884,315,4
22884,720,5
22886,1800,1
22886,630,3
22886,630,4
22886,1440,5
22888,900,1
22888,315,3
22888,315,4
22888,720,5
22890,1800,1
22890,630,3
22890,630,4
22890,1440,5
22892,2700,1
22892,945,3
22892,945,4
22892,2160,5
22894,900,1
22894,315,3
22894,315,4
22894,720,5
22896,1800,1
22896,630,3
22896,630,4
22896,1440,5
22898,1800,1
22898,630,3
22898,630,4
22898,1440,5
22900,900,1
22900,315,3
22900,315,4
22900,720,5
22902,900,1
22902,315,3
22902,315,4
22902,720,5
22904,900,1
22904,315,3
22904,315,4
22904,720,5
22906,1800,1
22906,630,3
22906,630,4
22906,1440,5
22908,1800,1
22908,630,3
22908,630,4
22908,1440,5
22910,1800,1
22910,630,3
22910,630,4
22910,1440,5
22912,2700,1
22912,945,3
22912,945,4
22912,2160,5
22914,2700,1
22914,945,3
22914,945,4
22914,2160,5
22916,2700,1
22916,945,3
22916,945,4
22916,2160,5
22918,900,1
22918,315,3
22918,315,4
22918,720,5
22920,900,1
22920,315,3
22920,315,4
22920,720,5
22922,900,1
22922,315,3
22922,315,4
22922,720,5
22924,900,1
22924,315,3
22924,315,4
22924,720,5
22926,1800,1
22926,630,3
22926,630,4
22926,1440,5
22928,1800,1
22928,630,3
22928,630,4
22928,1440,5
22930,1800,1
22930,630,3
22930,630,4
22930,1440,5
22932,1800,1
22932,630,3
22932,630,4
22932,1440,5
22934,1800,1
22934,630,3
22934,630,4
22934,1440,5
22936,1800,1
22936,630,3
22936,630,4
22936,1440,5
22938,1800,1
22938,630,3
22938,630,4
22938,1440,5
22940,1800,1
22940,630,3
22940,630,4
22940,1440,5
22942,1800,1
22942,630,3
22942,630,4
22942,1440,5
22944,1800,1
22944,630,3
22944,630,4
22944,1440,5
22946,1800,1
22946,630,3
22946,630,4
22946,1440,5
22948,900,1
22948,315,3
22948,315,4
22948,720,5
22950,1800,1
22950,630,3
22950,630,4
22950,1440,5
22952,2700,1
22952,945,3
22952,945,4
22952,2160,5
22954,900,1
22954,315,3
22954,315,4
22954,720,5
23056,12000,1
23056,4200,3
23056,4200,4
23056,9600,5
23058,12000,1
23058,4200,3
23058,4200,4
23058,9600,5
23060,12000,1
23060,4200,3
23060,4200,4
23060,9600,5
23062,12000,1
23062,4200,3
23062,4200,4
23062,9600,5
23072,300,1
23072,105,3
23072,105,4
23072,240,5
23415,900,1
23415,315,3
23415,315,4
23415,720,5
23417,2700,1
23417,945,3
23417,945,4
23417,2160,5
23419,900,1
23419,315,3
23419,315,4
23419,720,5
23474,900,1
23474,315,3
23474,315,4
23474,720,5
23507,900,1
23507,315,3
23507,315,4
23507,720,5
23511,900,1
23511,315,3
23511,315,4
23511,720,5
23513,900,1
23513,315,3
23513,315,4
23513,720,5
23524,900,1
23524,315,3
23524,315,4
23524,720,5
23524,23700,8
23526,900,1
23526,315,3
23526,315,4
23526,720,5
23526,23700,8
23528,2700,1
23528,945,3
23528,945,4
23528,2160,5
23528,51000,8
23534,1800,1
23534,630,3
23534,630,4
23534,1440,5
23534,30900,8
23537,900,1
23537,315,3
23537,315,4
23537,720,5
23560,900,1
23560,315,3
23560,315,4
23560,720,5
23560,23700,8
23562,900,1
23562,315,3
23562,315,4
23562,720,5
23562,23700,8
23564,900,1
23564,315,3
23564,315,4
23564,720,5
23564,23700,8
23660,300,1
23660,105,3
23660,105,4
23660,240,5
23703,600,1
23703,210,3
23703,210,4
23703,480,5
23706,600,1
23706,210,3
23706,210,4
23706,480,5
23708,300,1
23708,105,3
23708,105,4
23708,240,5
23710,600,1
23710,210,3
23710,210,4
23710,480,5
23710,15900,8
23712,300,1
23712,105,3
23712,105,4
23712,240,5
23712,7800,8
23714,600,1
23714,210,3
23714,210,4
23714,480,5
23716,300,1
23716,105,3
23716,105,4
23716,240,5
23718,600,1
23718,210,3
23718,210,4
23718,480,5
23718,15900,8
23720,300,1
23720,105,3
23720,105,4
23720,240,5
23720,7800,8
23722,600,1
23722,210,3
23722,210,4
23722,480,5
23724,300,1
23724,105,3
23724,105,4
23724,240,5
23726,600,1
23726,210,3
23726,210,4
23726,480,5
23728,300,1
23728,105,3
23728,105,4
23728,240,5
23730,600,1
23730,210,3
23730,210,4
23730,480,5
23732,300,1
23732,105,3
23732,105,4
23732,240,5
23736,54000,1
23736,18900,3
23736,18900,4
23736,43200,5
23758,1500000,1
23758,21000,3
23758,21000,4
23758,1200000,5
23760,12000,1
23760,4200,3
23760,4200,4
23760,9600,5
23774,4500000,1
23774,63000,3
23774,63000,4
23774,3600000,5
23784,900,1
23784,315,3
23784,315,4
23784,720,5
23786,2700,1
23786,945,3
23786,945,4
23786,2160,5
23788,900,1
23788,315,3
23788,315,4
23788,720,5
23790,900,1
23790,315,3
23790,315,4
23790,720,5
23792,900,1
23792,315,3
23792,315,4
23792,720,5
23794,1800,1
23794,630,3
23794,630,4
23794,1440,5
23796,900,1
23796,315,3
23796,315,4
23796,720,5
23798,1800,1
23798,630,3
23798,630,4
23798,1440,5
23800,2700,1
23800,945,3
23800,945,4
23800,2160,5
23802,900,1
23802,315,3
23802,315,4
23802,720,5
23804,1800,1
23804,630,3
23804,630,4
23804,1440,5
23806,1800,1
23806,630,3
23806,630,4
23806,1440,5
23808,900,1
23808,315,3
23808,315,4
23808,720,5
23810,1800,1
23810,630,3
23810,630,4
23810,1440,5
23812,2700,1
23812,945,3
23812,945,4
23812,2160,5
23814,1800,1
23814,630,3
23814,630,4
23814,1440,5
23816,900,1
23816,315,3
23816,315,4
23816,720,5
23818,1800,1
23818,630,3
23818,630,4
23818,1440,5
23820,2700,1
23820,945,3
23820,945,4
23820,2160,5
23822,900,1
23822,315,3
23822,315,4
23822,720,5
23825,1800,1
23825,630,3
23825,630,4
23825,1440,5
23830,2700,1
23830,945,3
23830,945,4
23830,2160,5
23835,900,1
23835,315,3
23835,315,4
23835,720,5
23837,900,1
23837,315,3
23837,315,4
23837,720,5
23839,900,1
23839,315,3
23839,315,4
23839,720,5
23841,1800,1
23841,630,3
23841,630,4
23841,1440,5
23843,1800,1
23843,630,3
23843,630,4
23843,1440,5
23845,1800,1
23845,630,3
23845,630,4
23845,1440,5
23847,2700,1
23847,945,3
23847,945,4
23847,2160,5
23849,2700,1
23849,945,3
23849,945,4
23849,2160,5
23851,2700,1
23851,945,3
23851,945,4
23851,2160,5
23853,900,1
23853,315,3
23853,315,4
23853,720,5
23855,1800,1
23855,630,3
23855,630,4
23855,1440,5
23857,1800,1
23857,630,3
23857,630,4
23857,1440,5
23865,900,1
23865,315,3
23865,315,4
23865,720,5
23867,1800,1
23867,630,3
23867,630,4
23867,1440,5
23869,2700,1
23869,945,3
23869,945,4
23869,2160,5
23888,7200,1
23888,105,3
23888,105,4
23888,5760,5
23895,900,1
23895,315,3
23895,315,4
23895,720,5
23897,900,1
23897,315,3
23897,315,4
23897,720,5
23899,900,1
23899,315,3
23899,315,4
23899,720,5
23901,900,1
23901,315,3
23901,315,4
23901,720,5
23903,900,1
23903,315,3
23903,315,4
23903,720,5
23912,1500000,1
23912,21000,3
23912,21000,4
23912,1200000,5
23914,3000000,1
23914,42000,3
23914,42000,4
23914,2400000,5
23916,1500000,1
23916,21000,3
23916,21000,4
23916,1200000,5
23918,3000000,1
23918,42000,3
23918,42000,4
23918,2400000,5
23920,3000000,1
23920,42000,3
23920,42000,4
23920,2400000,5
23954,54000,1
23954,18900,3
23954,18900,4
23954,43200,5
24284,36000,1
24284,12600,3
24284,12600,4
24284,28800,5
24306,5460,1
24306,1911,3
24306,1911,4
24306,4368,5
24349,900,1
24349,315,3
24349,315,4
24349,720,5
24349,13800,8
24396,1800,1
24396,630,3
24396,630,4
24396,1440,5
24396,30900,8
24418,4680,1
24418,1638,3
24418,1638,4
24418,3744,5
24428,7020,1
24428,2457,3
24428,2457,4
24428,5616,5
24439,4680,1
24439,1638,3
24439,1638,4
24439,3744,5
24444,4680,1
24444,1638,3
24444,1638,4
24444,3744,5
24469,2500,1
24469,2100,3
24469,2100,4
24469,2000,5
24472,4800,1
24472,168,3
24472,168,4
24472,3840,5
24474,4800,1
24474,168,3
24474,168,4
24474,3840,5
24476,4800,1
24476,168,3
24476,168,4
24476,3840,5
24484,1500000,1
24484,21000,3
24484,21000,4
24484,1200000,5
24487,9600,1
24487,336,3
24487,336,4
24487,7680,5
24489,9600,1
24489,336,3
24489,336,4
24489,7680,5
24491,9600,1
24491,336,3
24491,336,4
24491,7680,5
24496,4800,1
24496,168,3
24496,168,4
24496,3840,5
24498,4800,1
24498,168,3
24498,168,4
24498,3840,5
24500,4800,1
24500,168,3
24500,168,4
24500,3840,5
24502,4800,1
24502,168,3
24502,168,4
24502,3840,5
24504,4800,1
24504,168,3
24504,168,4
24504,3840,5
24506,4800,1
24506,168,3
24506,168,4
24506,3840,5
24508,9600,1
24508,336,3
24508,336,4
24508,7680,5
24510,9600,1
24510,336,3
24510,336,4
24510,7680,5
24512,9600,1
24512,336,3
24512,336,4
24512,7680,5
24514,9600,1
24514,336,3
24514,336,4
24514,7680,5
24516,9600,1
24516,336,3
24516,336,4
24516,7680,5
24518,9600,1
24518,336,3
24518,336,4
24518,7680,5
24520,14400,1
24520,504,3
24520,504,4
24520,11520,5
24522,14400,1
24522,504,3
24522,504,4
24522,11520,5
24524,14400,1
24524,504,3
24524,504,4
24524,11520,5
24526,14400,1
24526,504,3
24526,504,4
24526,11520,5
24528,14400,1
24528,504,3
24528,504,4
24528,11520,5
24530,14400,1
24530,504,3
24530,504,4
24530,11520,5
24532,14400,1
24532,504,3
24532,504,4
24532,11520,5
24534,14400,1
24534,504,3
24534,504,4
24534,11520,5
24536,14400,1
24536,504,3
24536,504,4
24536,11520,5
24538,14400,1
24538,504,3
24538,504,4
24538,11520,5
24540,14400,1
24540,504,3
24540,504,4
24540,11520,5
24542,14400,1
24542,504,3
24542,504,4
24542,11520,5
24543,4800,1
24543,168,3
24543,168,4
24543,3840,5
24544,4800,1
24544,168,3
24544,168,4
24544,3840,5
24546,16000,1
24546,6300,3
24546,6300,4
24546,12800,5
24548,16000,1
24548,6300,3
24548,6300,4
24548,12800,5
24549,72000,1
24549,25200,3
24549,25200,4
24549,57600,5
24551,72000,1
24551,25200,3
24551,25200,4
24551,57600,5
24553,72000,1
24553,25200,3
24553,25200,4
24553,57600,5
24555,72000,1
24555,25200,3
24555,25200,4
24555,57600,5
24557,16000,1
24557,6300,3
24557,6300,4
24557,12800,5
24559,16000,1
24559,6300,3
24559,6300,4
24559,12800,5
24561,16000,1
24561,6300,3
24561,6300,4
24561,12800,5
24570,36000,1
24570,12600,3
24570,12600,4
24570,28800,5
24604,4800,1
24604,168,3
24604,168,4
24604,3840,5
24605,4800,1
24605,168,3
24605,168,4
24605,3840,5
24614,9600,1
24614,336,3
24614,336,4
24614,7680,5
24615,9600,1
24615,336,3
24615,336,4
24615,7680,5
24616,9600,1
24616,336,3
24616,336,4
24616,7680,5
24617,9600,1
24617,336,3
24617,336,4
24617,7680,5
24621,1800,1
24621,630,3
24621,630,4
24621,1440,5
24623,2700,1
24623,945,3
24623,945,4
24623,2160,5
24645,36000,1
24645,12600,3
24645,12600,4
24645,28800,5
24645,681000,8
24689,18000,1
24689,6300,3
24689,6300,4
24689,14400,5
24691,18000,1
24691,6300,3
24691,6300,4
24691,14400,5
24693,18000,1
24693,6300,3
24693,6300,4
24693,14400,5
24695,18000,1
24695,6300,3
24695,6300,4
24695,14400,5
24697,15000,1
24697,5250,3
24697,5250,4
24697,12000,5
24697,160200,8
24699,15000,1
24699,5250,3
24699,5250,4
24699,12000,5
24699,160200,8
24701,15000,1
24701,5250,3
24701,5250,4
24701,12000,5
24701,160200,8
24703,15000,1
24703,5250,3
24703,5250,4
24703,12000,5
24703,160200,8
25267,900,1
25267,315,3
25267,315,4
25267,720,5
25267,13800,8
25303,600,1
25303,210,3
25303,210,4
25303,480,5
25307,900,1
25307,315,3
25307,315,4
25307,720,5
25308,1200,1
25308,420,3
25308,420,4
25308,960,5
25309,600,1
25309,210,3
25309,210,4
25309,480,5
25310,900,1
25310,315,3
25310,315,4
25310,720,5
25311,1200,1
25311,420,3
25311,420,4
25311,960,5
25314,600,1
25314,210,3
25314,210,4
25314,480,5
25322,1200,1
25322,420,3
25322,420,4
25322,960,5
25323,600,1
25323,210,3
25323,210,4
25323,480,5
25327,600,1
25327,210,3
25327,210,4
25327,480,5
25328,900,1
25328,315,3
25328,315,4
25328,720,5
25329,1200,1
25329,420,3
25329,420,4
25329,960,5
25503,900,1
25503,315,3
25503,315,4
25503,720,5
25504,900,1
25504,315,3
25504,315,4
25504,720,5
25505,900,1
25505,315,3
25505,315,4
25505,720,5
25506,900,1
25506,315,3
25506,315,4
25506,720,5
25507,900,1
25507,315,3
25507,315,4
25507,720,5
25508,600,1
25508,210,3
25508,210,4
25508,480,5
25509,600,1
25509,210,3
25509,210,4
25509,480,5
25510,600,1
25510,210,3
25510,210,4
25510,480,5
25511,1200,1
25511,420,3
25511,420,4
25511,960,5
25512,1200,1
25512,420,3
25512,420,4
25512,960,5
25513,1200,1
25513,420,3
25513,420,4
25513,960,5
25539,1200,1
25539,420,3
25539,420,4
25539,960,5
25541,900,1
25541,315,3
25541,315,4
25541,720,5
25543,900,1
25543,315,3
25543,315,4
25543,720,5
25562,900,1
25562,315,3
25562,315,4
25562,720,5
25562,13800,8
25564,2340,1
25564,819,3
25564,819,4
25564,1872,5
25584,72000,1
25584,3150,3
25584,3150,4
25584,57600,5
25585,72000,1
25585,3150,3
25585,3150,4
25585,57600,5
25586,72000,1
25586,3150,3
25586,3150,4
25586,57600,5
25587,72000,1
25587,3150,3
25587,3150,4
25587,57600,5
25716,4680,1
25716,1638,3
25716,1638,4
25716,3744,5
25737,4500,1
25737,1575,3
25737,1575,4
25737,3600,5
25737,23400,8
25772,9360,1
25772,3276,3
25772,3276,4
25772,7488,5
25813,2340,1
25813,819,3
25813,819,4
25813,1872,5
25852,72000,1
25852,3150,3
25852,3150,4
25852,57600,5
25854,72000,1
25854,3150,3
25854,3150,4
25854,57600,5
25856,72000,1
25856,3150,3
25856,3150,4
25856,57600,5
25858,72000,1
25858,3150,3
25858,3150,4
25858,57600,5
25862,2700,1
25862,945,3
25862,945,4
25862,2160,5
25862,51000,8
25889,4500,1
25889,1575,3
25889,1575,4
25889,3600,5
25889,23400,8
25891,4500,1
25891,1575,3
25891,1575,4
25891,3600,5
25891,23400,8
25893,4500,1
25893,1575,3
25893,1575,4
25893,3600,5
25893,23400,8
25895,4500,1
25895,1575,3
25895,1575,4
25895,3600,5
25895,23400,8
25897,4500,1
25897,1575,3
25897,1575,4
25897,3600,5
25897,23400,8
25899,4500,1
25899,1575,3
25899,1575,4
25899,3600,5
25899,23400,8
25901,4500,1
25901,1575,3
25901,1575,4
25901,3600,5
25901,23400,8
25903,4500,1
25903,1575,3
25903,1575,4
25903,3600,5
25903,23400,8
25907,4500,1
25907,1575,3
25907,1575,4
25907,3600,5
25907,23400,8
25909,4500,1
25909,1575,3
25909,1575,4
25909,3600,5
25909,23400,8
25911,4500,1
25911,1575,3
25911,1575,4
25911,3600,5
25911,23400,8
25913,4500,1
25913,1575,3
25913,1575,4
25913,3600,5
25913,23400,8
25915,4500,1
25915,1575,3
25915,1575,4
25915,3600,5
25915,23400,8
25917,4500,1
25917,1575,3
25917,1575,4
25917,3600,5
25917,23400,8
25919,4500,1
25919,1575,3
25919,1575,4
25919,3600,5
25919,23400,8
25921,4500,1
25921,1575,3
25921,1575,4
25921,3600,5
25921,23400,8
25923,4500,1
25923,1575,3
25923,1575,4
25923,3600,5
25923,23400,8
25925,4500,1
25925,1575,3
25925,1575,4
25925,3600,5
25925,23400,8
25929,4500,1
25929,1575,3
25929,1575,4
25929,3600,5
25929,23400,8
25931,4500,1
25931,1575,3
25931,1575,4
25931,3600,5
25931,23400,8
25933,4500,1
25933,1575,3
25933,1575,4
25933,3600,5
25933,23400,8
25935,4500,1
25935,1575,3
25935,1575,4
25935,3600,5
25935,23400,8
25937,4500,1
25937,1575,3
25937,1575,4
25937,3600,5
25937,23400,8
25949,4500,1
25949,1575,3
25949,1575,4
25949,3600,5
25949,23400,8
25951,4500,1
25951,1575,3
25951,1575,4
25951,3600,5
25951,23400,8
25953,4500,1
25953,1575,3
25953,1575,4
25953,3600,5
25953,23400,8
25955,4500,1
25955,1575,3
25955,1575,4
25955,3600,5
25955,23400,8
25957,4500,1
25957,1575,3
25957,1575,4
25957,3600,5
25957,23400,8
25969,4500,1
25969,1575,3
25969,1575,4
25969,3600,5
25969,23400,8
25971,4500,1
25971,1575,3
25971,1575,4
25971,3600,5
25971,23400,8
25973,4500,1
25973,1575,3
25973,1575,4
25973,3600,5
25973,23400,8
25975,4500,1
25975,1575,3
25975,1575,4
25975,3600,5
25975,23400,8
25977,4500,1
25977,1575,3
25977,1575,4
25977,3600,5
25977,23400,8
25979,4500,1
25979,1575,3
25979,1575,4
25979,3600,5
25979,23400,8
25981,4500,1
25981,1575,3
25981,1575,4
25981,3600,5
25981,23400,8
25997,4500,1
25997,1575,3
25997,1575,4
25997,3600,5
25997,23400,8
25999,4500,1
25999,1575,3
25999,1575,4
25999,3600,5
25999,23400,8
26001,4500,1
26001,1575,3
26001,1575,4
26001,3600,5
26001,23400,8
26003,4500,1
26003,1575,3
26003,1575,4
26003,3600,5
26003,23400,8
26005,4500,1
26005,1575,3
26005,1575,4
26005,3600,5
26005,23400,8
26007,4500,1
26007,1575,3
26007,1575,4
26007,3600,5
26007,23400,8
26009,4500,1
26009,1575,3
26009,1575,4
26009,3600,5
26009,23400,8
26017,4500,1
26017,1575,3
26017,1575,4
26017,3600,5
26017,23400,8
26019,1500,1
26019,525,3
26019,525,4
26019,1200,5
26019,7200,8
26021,4500,1
26021,1575,3
26021,1575,4
26021,3600,5
26021,23400,8
